Models,Return
405,286.3048101427265
406,227.1752365817887
407,343.5087991620464
408,385.53179494067
409,243.5403402880157
410,99.67861913614196
411,181.232738700457
412,206.0903827652047
413,98.38792096547292
414,192.93631984973308
415,257.64704395949786
416,129.28813318784438
417,179.4893009704208
418,274.39855023994124
419,196.1971533982005
420,57.42095195746489
421,75.41677215837592
422,334.8154825172016
423,383.06809469086875
424,342.8123253022023
425,31.37679703901593
426,162.31229342325076
427,63.36524625970308
428,294.6922587620474
429,362.0873238400616
430,112.87452645943783
431,370.80139455129836
432,181.3561070481084
433,208.13615320428883
434,117.58884661087235
435,145.72953555568137
436,120.87141127586898
437,212.58052269013436
438,233.25097408491274
439,391.46097215446827
440,151.4395086019344
441,288.5215575517812
442,109.14745013856702
443,235.5408140039928
444,76.84135837338606
445,315.77960236234736
446,356.6337895968945
447,122.99071749251404
448,216.00443991583992
449,41.69034988692745
450,78.22816587672136
451,172.4394470318706
452,266.559878660536
453,83.65045777537703
454,255.06548785289476
455,239.14534841101585
456,177.4836233835875
457,52.38021906076787
458,71.02947878470259
459,270.9749087000853
460,308.87642603513524
461,45.71360403980406
462,123.81789317018746
463,163.95099066254863
464,174.00678953667853
465,45.52933986181912
466,116.6198512733383
467,340.4670920471705
468,363.33917647042165
469,107.18326622042201
470,145.2566627212833
471,45.42032727538351
472,322.65339721399994
473,226.21485057370194
474,99.54306807020507
475,353.8622508394795
476,305.2975958262801
477,186.01437560337325
478,321.25015352519426
479,169.24117465874218
480,133.0555318175827
481,81.93535201017575
482,333.9591110638149
483,364.8113078457865
484,262.5872830955743
485,123.6826647961194
486,348.55078081972033
487,279.96058440881245
488,174.92747495927028
489,235.0318740418631
490,323.78970271030767
491,322.0875670740071
492,132.40227264875676
493,110.90592371012073
494,228.6992118977117
495,129.44170130273218
496,196.8150768540218
497,308.5373479892455
498,91.17259151631944
499,201.96444138056103
500,42.28597605063027
501,44.1059542382086
502,123.68673404898882
503,362.8894425451372
504,53.009745327665726
505,27.77292191828438
506,287.873477398619
507,371.08551036365907
508,244.96389050361174
509,175.57292599498928
510,307.86436621530464
511,244.36199120105886
512,48.50453151413442
513,202.8330901337797
514,183.82641747519895
515,124.38982886806852
516,70.73204580367509
517,282.7037222513035
518,91.73331985157125
519,268.94390162968244
520,207.35487501152008
521,233.21778629884938
522,48.720004624631244
523,248.4078678335165
524,29.000669930555507
525,118.87053276426205
526,344.2751503467028
527,56.37638221613187
528,204.20702583491612
529,31.2218054835687
530,250.79198885592177
531,167.99540609064047
532,270.4681756792468
533,328.51002315241453
534,210.4051628138164
535,299.5068656744952
536,291.53199452831154
537,321.71415302936566
538,132.2214153079978
539,345.6840644853253
540,70.3024944778448
541,47.89031112876384
542,137.7325005833733
543,404.7814762360621
544,368.0259056811487
545,171.70748586808625
546,105.3166261486069
547,33.169005099253624
548,100.48091778691173
549,297.11928766547294
550,33.605983425787144
551,323.28869774506626
552,156.04755623691227
553,304.33218958924397
554,82.8967783190858
555,95.79195377470556
556,281.7160923630724
557,268.5960936695087
558,106.82543359152704
559,64.82610724795424
560,35.395066776817664
561,177.4358651735293
562,325.06273072139254
563,206.16222462475395
564,346.36137898742055
565,259.27165345038105
566,275.3702404398853
567,75.0058347663126
568,68.66409962228829
569,231.30959189246636
570,103.06799106320315
571,172.01267811628972
572,237.33447131799926
573,290.16838316172186
574,360.9595012283222
575,126.93113686481476
576,245.70270226696715
577,262.506736206483
578,310.006122078968
579,256.67867382617663
580,232.2889369640448
581,242.4003994867698
582,262.150186529519
583,217.1694534312834
584,47.40462050617805
585,303.8958557986777
586,157.11299283932735
587,266.63534080748764
588,368.5031762741902
589,365.7739691824695
590,35.275566568147894
591,202.41320267608072
592,167.47711490710725
593,244.68738275861534
594,183.5773448473658
595,51.45117087376993
596,111.36636739884963
597,376.94426067645406
598,150.1628545374557
599,98.962808958394
600,277.9946757985921
601,59.900913091924764
602,335.34761604105773
603,242.75576144900992
604,242.66457581676318
605,230.75172009424585
606,206.1130546744151
607,362.5943793791909
608,230.947603362723
609,223.39365133280663
610,283.3472894142263
611,276.1271081874967
612,204.0773187816129
613,119.06518995882053
614,163.41781956455543
615,141.71765837227517
616,293.95567515540966
617,201.3942196503194
618,186.51937607064318
619,156.61567318478416
620,33.44693568398202
621,281.34831991508156
622,273.91833738509024
623,92.08452004029921
624,183.05405663367705
625,298.6602650110069
626,360.42485698514906
627,262.20576942633556
628,321.56481910296714
629,157.2506526843292
630,340.58314977105425
631,342.6066748833739
632,157.75162938002182
633,71.39396126139688
634,243.07590267779372
635,89.20199916670695
636,122.32161354101876
637,207.48852687381927
638,88.57266766949239
639,341.11099478285126
640,67.06605267224656
641,155.08616143553516
642,86.9030894952503
643,215.05472513614424
644,237.319930274309
645,132.0542790215183
646,127.9614556024035
647,272.9500452549187
648,211.19190215194936
649,358.97666696105205
650,245.90369423950315
651,287.6737034607738
652,175.28781073630512
653,102.31286448985003
654,82.74780554683139
655,113.69702427533679
656,128.3374106761173
657,233.7255457522898
658,247.63531881869253
659,198.06968564893663
660,207.5191221315542
661,287.773581132574
662,271.9280843444224
663,85.19126661477212
664,319.2620333250498
665,292.85323958432315
666,259.5928056141287
667,133.7779471800151
668,133.59769137780808
669,286.1405646295673
670,194.124052800107
671,32.006664144726756
672,62.42160175206587
673,269.8504365652585
674,66.81469902949082
675,152.1796252122737
676,288.78442996468993
677,167.41388495352973
678,252.8282815731565
679,86.93536671271387
680,120.73708498409243
681,230.6962850223489
682,265.69566930864767
683,288.2080011894559
684,152.06465487069255
685,187.90637504617797
686,117.96813102043441
687,274.0041024550063
688,158.49916389618275
689,120.95501290934256
690,367.8166239146041
691,311.6371470794894
692,168.84091098837752
693,251.60297276398506
694,45.74287288703846
695,314.17546045469925
696,101.25994409140573
697,260.45714533567985
698,226.63835776573205
699,287.9475279552668
700,123.51948656467728
